id_cafes_bebidas;cafeteria_id;bebida_id;precio;categoria
11049;2210;79;21,6;caro
11050;2210;139;27,2;caro
11051;2211;28;8,4;barato
11052;2211;59;6,3;barato
11053;2211;36;5;barato
11054;2211;178;5,5;barato
11055;2211;159;5,9;barato
11056;2212;154;8,9;barato
11057;2212;11;6,7;barato
11058;2212;27;6,6;barato
11059;2212;52;5,8;barato
11060;2212;81;6,4;barato
11061;2213;68;14,7;medio
11062;2213;103;12,8;medio
11063;2213;20;19;medio
11064;2213;147;13,1;medio
11065;2213;80;12,6;medio
11066;2214;194;11,6;medio
11067;2214;153;18,2;medio
11068;2214;135;13,5;medio
11069;2214;208;15,8;medio
11070;2214;185;15,3;medio
11071;2215;123;6,8;barato
11072;2215;154;9,1;barato
11073;2215;144;5,7;barato
11074;2215;128;7,4;barato
11075;2215;9;9,8;barato
11076;2216;21;23,6;caro
11077;2216;97;25,2;caro
11078;2216;210;25,3;caro
11079;2216;148;26,2;caro
11080;2216;157;27,2;caro
11081;2217;6;25,9;caro
11082;2217;218;24,1;caro
11083;2217;55;29,1;caro
11084;2217;186;24,8;caro
11085;2217;213;20,9;caro
11086;2218;196;18,2;medio
11087;2218;182;17,2;medio
11088;2218;163;12;medio
11089;2218;223;14,9;medio
11090;2218;199;17,4;medio
11091;2219;230;22;caro
11092;2219;70;26,5;caro
11093;2219;221;26,4;caro
11094;2219;116;21,6;caro
11095;2219;24;24,6;caro
11096;2220;227;18,6;medio
11097;2220;30;19,6;medio
11098;2220;109;14,1;medio
11099;2220;213;15,8;medio
11100;2220;11;12;medio
11101;2221;88;19,1;medio
11102;2221;144;18,6;medio
11103;2221;34;18,7;medio
11104;2221;200;14,4;medio
11105;2221;26;15,3;medio
11106;2222;155;23,8;caro
11107;2222;144;27,6;caro
11108;2222;181;24;caro
11109;2222;27;26,4;caro
11110;2222;220;20,4;caro
11111;2223;61;21,7;caro
11112;2223;168;20,2;caro
11113;2223;27;27,5;caro
11114;2223;56;27,7;caro
11115;2223;202;25,7;caro
11116;2224;149;25,2;caro
11117;2224;86;27,8;caro
11118;2224;67;28;caro
11119;2224;13;29,7;caro
11120;2224;113;20,4;caro
11121;2225;234;17,6;medio
11122;2225;56;11,4;medio
11123;2225;39;17,3;medio
11124;2225;227;15;medio
11125;2225;189;13,9;medio
11126;2226;161;23,5;caro
11127;2226;108;29,1;caro
11128;2226;204;23,4;caro
11129;2226;89;25,1;caro
11130;2226;6;21,2;caro
11131;2227;212;11,3;medio
11132;2227;127;17,3;medio
11133;2227;117;19,5;medio
11134;2227;54;11,4;medio
11135;2227;200;12,9;medio
11136;2228;142;6,4;barato
11137;2228;225;8,4;barato
11138;2228;51;10;barato
11139;2228;63;6,7;barato
11140;2228;22;6,1;barato
11141;2229;146;5,7;barato
11142;2229;69;8,6;barato
11143;2229;198;7,4;barato
11144;2229;37;9,7;barato
11145;2229;205;9,4;barato
11146;2230;170;29,1;caro
11147;2230;230;22,8;caro
11148;2230;169;23,8;caro
11149;2230;15;25;caro
11150;2230;69;29,7;caro
11151;2231;143;21,6;caro
11152;2231;173;24,7;caro
11153;2231;149;26;caro
11154;2231;229;25,8;caro
11155;2231;61;28,8;caro
11156;2232;216;29,2;caro
11157;2232;8;28,3;caro
11158;2232;146;28,9;caro
11159;2232;130;21;caro
11160;2232;101;25,5;caro
11161;2233;192;8,7;barato
11162;2233;156;8,6;barato
11163;2233;16;7,8;barato
11164;2233;164;8,1;barato
11165;2233;105;7,9;barato
11166;2234;71;19,2;medio
11167;2234;91;11,5;medio
11168;2234;168;12,9;medio
11169;2234;176;19,8;medio
11170;2234;212;15,3;medio
11171;2235;128;6,2;barato
11172;2235;39;5,9;barato
11173;2235;137;8;barato
11174;2235;65;8,8;barato
11175;2235;132;7,1;barato
11176;2236;189;26,5;caro
11177;2236;173;25,2;caro
11178;2236;102;24,7;caro
11179;2236;143;20,6;caro
11180;2236;68;26,2;caro
11181;2237;98;8,8;barato
11182;2237;23;5,5;barato
11183;2237;151;5,4;barato
11184;2237;11;8;barato
11185;2237;184;9,1;barato
11186;2238;54;6,5;barato
11187;2238;23;5,4;barato
11188;2238;28;6;barato
11189;2238;2;6,6;barato
11190;2238;164;6,1;barato
11191;2239;123;9,2;barato
11192;2239;206;8,4;barato
11193;2239;185;5,3;barato
11194;2239;23;8,1;barato
11195;2239;202;8,8;barato
11196;2240;6;29,7;caro
11197;2240;56;24,4;caro
11198;2240;91;22,9;caro
11199;2240;71;22,8;caro
11200;2240;51;20;caro
11201;2241;77;16,1;medio
11202;2241;45;18,4;medio
11203;2241;214;15,1;medio
11204;2241;14;18,2;medio
11205;2241;208;11,5;medio
11206;2242;154;6,4;barato
11207;2242;187;6,4;barato
11208;2242;162;7,7;barato
11209;2242;41;5,3;barato
11210;2242;170;10;barato
11211;2243;111;6;barato
11212;2243;172;8,6;barato
11213;2243;203;7,9;barato
11214;2243;112;5,9;barato
11215;2243;201;6,5;barato
11216;2244;206;11,5;medio
11217;2244;219;17,8;medio
11218;2244;114;15,1;medio
11219;2244;85;19;medio
11220;2244;163;13,1;medio
11221;2245;170;6,5;barato
11222;2245;6;6,8;barato
11223;2245;141;8,7;barato
11224;2245;31;9,2;barato
11225;2245;215;5,3;barato
11226;2246;214;6,6;barato
11227;2246;141;5,2;barato
11228;2246;185;6;barato
11229;2246;208;9,3;barato
11230;2246;142;9,3;barato
11231;2247;217;27,2;caro
11232;2247;118;27,3;caro
11233;2247;128;23,3;caro
11234;2247;136;23,5;caro
11235;2247;107;29,6;caro
11236;2248;213;25,5;caro
11237;2248;133;28,8;caro
11238;2248;137;27,6;caro
11239;2248;130;24,5;caro
11240;2248;102;20,9;caro
11241;2249;177;12,2;medio
11242;2249;70;17;medio
11243;2249;230;19,8;medio
11244;2249;93;15,7;medio
11245;2249;154;14,9;medio
11246;2250;89;19,2;medio
11247;2250;62;16,5;medio
11248;2250;122;17,6;medio
11249;2250;215;15,8;medio
11250;2250;201;18,4;medio
11251;2251;79;5,6;barato
11252;2251;52;6,6;barato
11253;2251;173;5,8;barato
11254;2251;136;5,3;barato
11255;2251;209;7,4;barato
11256;2252;222;5,9;barato
11257;2252;100;5,8;barato
11258;2252;13;7,2;barato
11259;2252;28;8,4;barato
11260;2252;27;5,1;barato
11261;2253;203;22;caro
11262;2253;187;24,9;caro
11263;2253;12;20,7;caro
11264;2253;84;21,8;caro
11265;2253;58;24,2;caro
11266;2254;146;28,6;caro
11267;2254;101;24,5;caro
11268;2254;92;20,2;caro
11269;2254;201;20,5;caro
11270;2254;212;22,5;caro
11271;2255;119;13,4;medio
11272;2255;210;16,2;medio
11273;2255;99;13;medio
11274;2255;53;18,3;medio
11275;2255;131;16,3;medio
11276;2256;111;6,7;barato
11277;2256;102;8,6;barato
11278;2256;135;6;barato
11279;2256;222;5,3;barato
11280;2256;121;6,4;barato
11281;2257;148;5,4;barato
11282;2257;63;9,3;barato
11283;2257;117;5,7;barato
11284;2257;88;8,8;barato
11285;2257;199;9,4;barato
11286;2258;54;7,1;barato
11287;2258;90;9,6;barato
11288;2258;28;7,2;barato
11289;2258;214;8,4;barato
11290;2258;132;8,4;barato
11291;2259;55;19,6;medio
11292;2259;3;11,4;medio
11293;2259;176;18,9;medio
11294;2259;4;19,9;medio
11295;2259;67;16,9;medio
11296;2260;164;16,4;medio
11297;2260;114;11,4;medio
11298;2260;89;14,9;medio
11299;2260;116;14,8;medio
11300;2260;224;18,8;medio
11301;2261;157;29,8;caro
11302;2261;112;25,5;caro
11303;2261;114;28,8;caro
11304;2261;165;26,4;caro
11305;2261;40;22,4;caro
11306;2262;111;5,9;barato
11307;2262;225;7,3;barato
11308;2262;125;7;barato
11309;2262;31;8,2;barato
11310;2262;146;6,2;barato
11311;2263;130;20;medio
11312;2263;92;12;medio
11313;2263;62;14,1;medio
11314;2263;29;18;medio
11315;2263;180;13,2;medio
11316;2264;82;20,2;caro
11317;2264;95;21,8;caro
11318;2264;110;26;caro
11319;2264;173;22,3;caro
11320;2264;17;28,9;caro
11321;2265;135;28,4;caro
11322;2265;38;21,6;caro
11323;2265;54;29,2;caro
11324;2265;131;20,6;caro
11325;2265;146;20,3;caro
11326;2266;144;7,2;barato
11327;2266;43;9,1;barato
11328;2266;72;5,7;barato
11329;2266;136;5,4;barato
11330;2266;159;6,4;barato
11331;2267;10;8,3;barato
11332;2267;181;9,1;barato
11333;2267;234;7,6;barato
11334;2267;200;7,3;barato
11335;2267;214;5,8;barato
11336;2268;65;26;caro
11337;2268;196;28,9;caro
11338;2268;166;25,2;caro
11339;2268;20;23,7;caro
11340;2268;183;20,9;caro
11341;2269;18;6,8;barato
11342;2269;110;9,7;barato
11343;2269;152;5,5;barato
11344;2269;222;9,9;barato
11345;2269;13;6,9;barato
11346;2270;86;23,7;caro
11347;2270;78;28,8;caro
11348;2270;29;24,9;caro
11349;2270;61;20,3;caro
11350;2270;174;26,7;caro
11351;2271;69;22,4;caro
11352;2271;116;22,4;caro
11353;2271;84;21,3;caro
11354;2271;194;20,9;caro
11355;2271;7;20,9;caro
11356;2272;132;27,6;caro
11357;2272;146;21,3;caro
11358;2272;109;20,3;caro
11359;2272;162;21,5;caro
11360;2272;177;20,4;caro
11361;2273;225;5,9;barato
11362;2273;57;5,6;barato
11363;2273;159;6,4;barato
11364;2273;212;7,2;barato
11365;2273;218;5,3;barato
11366;2274;17;7,3;barato
11367;2274;166;7,3;barato
11368;2274;185;8,5;barato
11369;2274;167;9,4;barato
11370;2274;122;9,3;barato
11371;2275;170;14,9;medio
11372;2275;159;16;medio
11373;2275;125;15;medio
11374;2275;136;14,3;medio
11375;2275;123;12,3;medio
11376;2276;82;19,5;medio
11377;2276;4;16;medio
11378;2276;88;19,9;medio
11379;2276;19;16,7;medio
11380;2276;203;18;medio
11381;2277;42;24,7;caro
11382;2277;71;27,7;caro
11383;2277;167;27,5;caro
11384;2277;103;22,4;caro
11385;2277;194;27,6;caro
11386;2278;143;7,3;barato
11387;2278;93;6;barato
11388;2278;4;9,4;barato
11389;2278;40;9,3;barato
11390;2278;33;9,9;barato
11391;2279;124;8,8;barato
11392;2279;119;8,1;barato
11393;2279;137;5,8;barato
11394;2279;30;9,5;barato
11395;2279;120;6,1;barato
11396;2280;181;19,5;medio
11397;2280;149;14,9;medio
11398;2280;19;17,9;medio
11399;2280;230;19,8;medio
11400;2280;58;15,7;medio
11401;2281;175;23,3;caro
11402;2281;179;29,5;caro
11403;2281;116;28,5;caro
11404;2281;158;27,6;caro
11405;2281;121;27,6;caro
11406;2282;175;22,3;caro
11407;2282;9;20,1;caro
11408;2282;49;24,2;caro
11409;2282;5;27,6;caro
11410;2282;37;23,6;caro
11411;2283;167;18,9;medio
11412;2283;147;18,2;medio
11413;2283;6;13,9;medio
11414;2283;76;13,4;medio
11415;2283;150;11,9;medio
11416;2284;174;27,6;caro
11417;2284;134;25,4;caro
11418;2284;212;22,1;caro
11419;2284;10;22,4;caro
11420;2284;70;23,4;caro
11421;2285;82;8,7;barato
11422;2285;103;7,5;barato
11423;2285;3;5,6;barato
11424;2285;61;8,7;barato
11425;2285;126;8,8;barato
11426;2286;81;28,7;caro
11427;2286;89;22;caro
11428;2286;107;28,7;caro
11429;2286;115;27,5;caro
11430;2286;20;23,7;caro
11431;2287;233;17,5;medio
11432;2287;205;17,2;medio
11433;2287;215;18,8;medio
11434;2287;175;17,2;medio
11435;2287;95;18,6;medio
11436;2288;28;28,5;caro
11437;2288;234;24,8;caro
11438;2288;89;20,9;caro
11439;2288;9;28,3;caro
11440;2288;81;29,6;caro
11441;2289;27;5;barato
11442;2289;116;8,9;barato
11443;2289;97;6,7;barato
11444;2289;136;9,2;barato
11445;2289;214;10;barato
11446;2290;27;5,7;barato
11447;2290;72;8,1;barato
11448;2290;91;7,3;barato
11449;2290;29;7;barato
11450;2290;237;8,2;barato
11451;2291;139;11,4;medio
11452;2291;122;18,8;medio
11453;2291;108;15,7;medio
11454;2291;3;17,9;medio
11455;2291;33;16;medio
11456;2292;92;5,9;barato
11457;2292;6;8;barato
11458;2292;119;6,4;barato
11459;2292;136;7,4;barato
11460;2292;58;8,3;barato
11461;2293;106;26;caro
11462;2293;118;28,8;caro
11463;2293;215;26,6;caro
11464;2293;105;25,2;caro
11465;2293;220;27,1;caro
11466;2294;153;20,6;caro
11467;2294;50;22,9;caro
11468;2294;72;24,5;caro
11469;2294;236;27,3;caro
11470;2294;82;23,1;caro
11471;2295;2;6,6;barato
11472;2295;175;5,4;barato
11473;2295;143;7,3;barato
11474;2295;94;5,8;barato
11475;2295;164;5,1;barato
11476;2296;16;11,4;medio
11477;2296;58;18,8;medio
11478;2296;81;15,6;medio
11479;2296;223;15,8;medio
11480;2296;172;17,5;medio
11481;2297;33;11,1;medio
11482;2297;192;13,7;medio
11483;2297;193;13,8;medio
11484;2297;52;12,5;medio
11485;2297;136;11,5;medio
11486;2298;63;23,3;caro
11487;2298;193;25,6;caro
11488;2298;5;25,2;caro
11489;2298;66;22,2;caro
11490;2298;121;25,1;caro
11491;2299;115;14;medio
11492;2299;60;14,9;medio
11493;2299;67;16,7;medio
11494;2299;200;11,6;medio
11495;2299;46;17,8;medio
11496;2300;16;15,9;medio
11497;2300;119;11,5;medio
11498;2300;130;11,3;medio
11499;2300;202;11,9;medio
11500;2300;53;13;medio
11501;2301;60;8,7;barato
11502;2301;201;9,5;barato
11503;2301;48;6,8;barato
11504;2301;127;7;barato
11505;2301;53;6,8;barato
11506;2302;234;9,9;barato
11507;2302;68;5,1;barato
11508;2302;78;5,6;barato
11509;2302;141;5,2;barato
11510;2302;134;7,6;barato
11511;2303;94;12,8;medio
11512;2303;148;13,3;medio
11513;2303;109;12,9;medio
11514;2303;12;13,8;medio
11515;2303;41;18,3;medio
11516;2304;90;7;barato
11517;2304;172;5,9;barato
11518;2304;151;6,6;barato
11519;2304;219;9;barato
11520;2304;106;7,6;barato
11521;2305;145;21,8;caro
11522;2305;57;22,9;caro
11523;2305;78;20,6;caro
11524;2305;104;28,5;caro
11525;2305;185;25,5;caro
11526;2306;88;28,9;caro
11527;2306;193;24,2;caro
11528;2306;177;29,3;caro
11529;2306;198;21,1;caro
11530;2306;147;20,9;caro
11531;2307;184;26,5;caro
11532;2307;156;25;caro
11533;2307;196;22;caro
11534;2307;25;23;caro
11535;2307;8;24;caro
11536;2308;148;6,2;barato
11537;2308;39;8,5;barato
11538;2308;80;6,7;barato
11539;2308;133;7,9;barato
11540;2308;55;8,5;barato
11541;2309;220;18,1;medio
11542;2309;143;17,2;medio
11543;2309;59;18,9;medio
11544;2309;222;17,9;medio
11545;2309;31;19,6;medio
11546;2310;196;5,9;barato
11547;2310;226;5,2;barato
11548;2310;79;9;barato
11549;2310;43;5,3;barato
11550;2310;137;8,5;barato
11551;2311;161;7;barato
11552;2311;113;8,9;barato
11553;2311;79;6,7;barato
11554;2311;183;8,5;barato
11555;2311;66;7,9;barato
11556;2312;219;23,5;caro
11557;2312;123;28,5;caro
11558;2312;116;21,1;caro
11559;2312;124;27,6;caro
11560;2312;16;25,3;caro
11561;2313;183;6,6;barato
11562;2313;218;6,5;barato
11563;2313;192;7,5;barato
11564;2313;196;7,9;barato
11565;2313;102;9,4;barato
11566;2314;3;15,3;medio
11567;2314;89;19,1;medio
11568;2314;66;17,2;medio
11569;2314;223;16,2;medio
11570;2314;75;14,3;medio
11571;2315;28;15,5;medio
11572;2315;227;12,3;medio
11573;2315;163;15,1;medio
11574;2315;116;14,8;medio
11575;2315;54;16,1;medio
11576;2316;166;7,5;barato
11577;2316;2;5,8;barato
11578;2316;158;7,6;barato
11579;2316;78;9;barato
11580;2316;151;8,3;barato
11581;2317;17;16,5;medio
11582;2317;64;16,3;medio
11583;2317;169;13,2;medio
11584;2317;26;18,6;medio
11585;2317;155;16,4;medio
11586;2318;43;29,3;caro
11587;2318;83;29,2;caro
11588;2318;192;21,4;caro
11589;2318;88;20,6;caro
11590;2318;114;23,4;caro
11591;2319;225;24,3;caro
11592;2319;108;26,6;caro
11593;2319;19;24,1;caro
11594;2319;60;28,6;caro
11595;2319;73;23,6;caro
11596;2320;188;9;barato
11597;2320;82;7;barato
11598;2320;213;5,6;barato
11599;2320;56;9;barato
11600;2320;126;6,4;barato
11601;2321;104;15,3;medio
11602;2321;185;13,5;medio
11603;2321;73;12,7;medio
11604;2321;132;12,7;medio
11605;2321;106;19,3;medio
11606;2322;92;14;medio
11607;2322;78;16,9;medio
11608;2322;223;17,2;medio
11609;2322;184;14,8;medio
11610;2322;1;11,1;medio
11611;2323;114;29,5;caro
11612;2323;113;26,5;caro
11613;2323;36;21,4;caro
11614;2323;203;21,7;caro
11615;2323;194;25,2;caro
11616;2324;97;29,8;caro
11617;2324;39;23,1;caro
11618;2324;50;23,3;caro
11619;2324;179;22,5;caro
11620;2324;111;20,8;caro
11621;2325;206;19;medio
11622;2325;122;19,8;medio
11623;2325;147;13,6;medio
11624;2325;215;12,6;medio
11625;2325;186;18,1;medio
11626;2326;120;28,1;caro
11627;2326;155;29,9;caro
11628;2326;92;25,6;caro
11629;2326;46;27,2;caro
11630;2326;75;20;caro
11631;2327;138;9,9;barato
11632;2327;92;8;barato
11633;2327;60;7,4;barato
11634;2327;51;8,4;barato
11635;2327;233;9,7;barato
11636;2328;102;9;barato
11637;2328;10;8,9;barato
11638;2328;118;6,6;barato
11639;2328;177;9,4;barato
11640;2328;146;8,6;barato
11641;2329;181;19,6;medio
11642;2329;170;17,7;medio
11643;2329;143;14,1;medio
11644;2329;27;12,7;medio
11645;2329;18;12;medio
11646;2330;108;15;medio
11647;2330;85;12,4;medio
11648;2330;50;12,8;medio
11649;2330;34;18;medio
11650;2330;238;13,1;medio
11651;2331;126;11,9;medio
11652;2331;5;13,6;medio
11653;2331;223;18,8;medio
11654;2331;99;12,8;medio
11655;2331;91;19,9;medio
11656;2332;55;25,9;caro
11657;2332;121;24,8;caro
11658;2332;43;26,1;caro
11659;2332;221;24,2;caro
11660;2332;177;22,4;caro
11661;2333;226;29;caro
11662;2333;183;23,9;caro
11663;2333;8;26,6;caro
11664;2333;136;25,4;caro
11665;2333;188;22,4;caro
11666;2334;117;19,2;medio
11667;2334;188;17;medio
11668;2334;86;13,7;medio
11669;2334;154;11,6;medio
11670;2334;168;13,2;medio
11671;2335;86;22,5;caro
11672;2335;55;30;caro
11673;2335;162;25,3;caro
11674;2335;200;26,1;caro
11675;2335;131;20,3;caro
11676;2336;176;16,2;medio
11677;2336;15;11,9;medio
11678;2336;25;16,8;medio
11679;2336;184;14,8;medio
11680;2336;206;15,5;medio
11681;2337;36;8,3;barato
11682;2337;20;5,2;barato
11683;2337;101;8,8;barato
11684;2337;81;9,5;barato
11685;2337;224;6,4;barato
11686;2338;237;27,4;caro
11687;2338;163;27,5;caro
11688;2338;207;21,2;caro
11689;2338;225;22,2;caro
11690;2338;223;22,9;caro
11691;2339;158;25,4;caro
11692;2339;118;25,9;caro
11693;2339;71;21;caro
11694;2339;17;26,9;caro
11695;2339;73;20,5;caro
11696;2340;120;7,7;barato
11697;2340;145;7,8;barato
11698;2340;155;9,7;barato
11699;2340;129;9,8;barato
11700;2340;181;5,9;barato
11701;2341;207;5,3;barato
11702;2341;106;5,6;barato
11703;2341;132;5,7;barato
11704;2341;129;6,4;barato
11705;2341;169;5,1;barato
11706;2342;146;29,8;caro
11707;2342;168;25,6;caro
11708;2342;150;21;caro
11709;2342;1;21,4;caro
11710;2342;121;25,4;caro
11711;2343;61;9,4;barato
11712;2343;55;6,2;barato
11713;2343;119;8,4;barato
11714;2343;23;7,7;barato
11715;2343;53;7,1;barato
11716;2344;75;20;caro
11717;2344;123;23,3;caro
11718;2344;238;22;caro
11719;2344;174;21;caro
11720;2344;215;27,3;caro
11721;2345;187;7,3;barato
11722;2345;135;8,8;barato
11723;2345;148;5;barato
11724;2345;140;9,5;barato
11725;2345;77;8,1;barato
11726;2346;224;25,3;caro
11727;2346;43;25,6;caro
11728;2346;211;23,4;caro
11729;2346;8;26,6;caro
11730;2346;88;29;caro
11731;2347;44;22,1;caro
11732;2347;224;20,2;caro
11733;2347;145;23,7;caro
11734;2347;104;23,1;caro
11735;2347;110;29;caro
11736;2348;14;8,2;barato
11737;2348;111;6,6;barato
11738;2348;15;6;barato
11739;2348;202;8,7;barato
11740;2348;33;8,7;barato
11741;2349;51;19,3;medio
11742;2349;222;17,4;medio
11743;2349;149;18,5;medio
11744;2349;199;16,8;medio
11745;2349;125;11,1;medio
11746;2350;206;5,7;barato
11747;2350;3;9,6;barato
11748;2350;122;7,5;barato
11749;2350;83;6,1;barato
11750;2350;2;5,3;barato
11751;2351;48;7,9;barato
11752;2351;214;7,7;barato
11753;2351;196;7,6;barato
11754;2351;170;7,3;barato
11755;2351;82;7;barato
11756;2352;177;23,7;caro
11757;2352;110;25,6;caro
11758;2352;166;27,4;caro
11759;2352;73;29,1;caro
11760;2352;119;20,7;caro
11761;2353;94;22,3;caro
11762;2353;173;28,5;caro
11763;2353;163;23,1;caro
11764;2353;165;24,6;caro
11765;2353;178;21,9;caro
11766;2354;172;5,9;barato
11767;2354;122;8,1;barato
11768;2354;89;10;barato
11769;2354;147;7,2;barato
11770;2354;131;7,5;barato
11771;2355;156;9,5;barato
11772;2355;229;8,5;barato
11773;2355;57;9;barato
11774;2355;12;5,8;barato
11775;2355;22;9,6;barato
11776;2356;52;25,6;caro
11777;2356;116;26,1;caro
11778;2356;139;24,5;caro
11779;2356;168;24,6;caro
11780;2356;69;26,2;caro
11781;2357;158;24,4;caro
11782;2357;64;23,3;caro
11783;2357;1;27;caro
11784;2357;54;26,2;caro
11785;2357;182;23,2;caro
11786;2358;46;6;barato
11787;2358;83;6,7;barato
11788;2358;173;5,3;barato
11789;2358;192;6,4;barato
11790;2358;221;5,4;barato
11791;2359;163;15,4;medio
11792;2359;235;17,9;medio
11793;2359;229;16,1;medio
11794;2359;157;11,6;medio
11795;2359;192;16,9;medio
11796;2360;151;19,6;medio
11797;2360;177;16,3;medio
11798;2360;211;12,7;medio
11799;2360;43;17,9;medio
11800;2360;5;16;medio
11801;2361;52;19,4;medio
11802;2361;186;11,9;medio
11803;2361;130;14,4;medio
11804;2361;238;11,4;medio
11805;2361;167;17,3;medio
11806;2362;55;21,6;caro
11807;2362;199;28,3;caro
11808;2362;51;22,8;caro
11809;2362;30;24,4;caro
11810;2362;99;20,1;caro
11811;2363;98;15,9;medio
11812;2363;2;11,3;medio
11813;2363;198;11,5;medio
11814;2363;32;12,6;medio
11815;2363;140;12,9;medio
11816;2364;78;28,9;caro
11817;2364;153;24,1;caro
11818;2364;122;22,6;caro
11819;2364;35;29,5;caro
11820;2364;150;22,6;caro
11821;2365;208;16,1;medio
11822;2365;89;12,9;medio
11823;2365;2;15,8;medio
11824;2365;160;16,8;medio
11825;2365;44;14,4;medio
11826;2366;136;5;barato
11827;2366;114;7,1;barato
11828;2366;230;9,7;barato
11829;2366;57;8,2;barato
11830;2366;29;9,7;barato
11831;2367;217;20,4;caro
11832;2367;182;24,3;caro
11833;2367;31;22,6;caro
11834;2367;181;25;caro
11835;2367;110;22,9;caro
11836;2368;182;28,3;caro
11837;2368;97;28,3;caro
11838;2368;209;23,7;caro
11839;2368;29;23,7;caro
11840;2368;111;28,8;caro
11841;2369;183;13,5;medio
11842;2369;141;12,4;medio
11843;2369;122;19,8;medio
11844;2369;195;16,4;medio
11845;2369;53;12,5;medio
11846;2370;233;12,9;medio
11847;2370;142;14,9;medio
11848;2370;77;11,8;medio
11849;2370;214;17,4;medio
11850;2370;147;11,6;medio
11851;2371;234;13;medio
11852;2371;120;18;medio
11853;2371;230;19,1;medio
11854;2371;69;12,7;medio
11855;2371;191;12,9;medio
11856;2372;135;12,3;medio
11857;2372;33;14,8;medio
11858;2372;47;11,1;medio
11859;2372;161;13,4;medio
11860;2372;227;14,7;medio
11861;2373;126;9,5;barato
11862;2373;40;7,7;barato
11863;2373;57;6,4;barato
11864;2373;99;9;barato
11865;2373;24;9,7;barato
11866;2374;222;27,2;caro
11867;2374;83;29,9;caro
11868;2374;130;22,1;caro
11869;2374;17;26,1;caro
11870;2374;1;29,2;caro
11871;2375;204;22,9;caro
11872;2375;81;20,7;caro
11873;2375;75;26,7;caro
11874;2375;134;23,7;caro
11875;2375;31;22,6;caro
11876;2376;67;5,8;barato
11877;2376;11;5,1;barato
11878;2376;228;6,5;barato
11879;2376;68;6,9;barato
11880;2376;98;7,4;barato
11881;2377;136;9,4;barato
11882;2377;77;6,4;barato
11883;2377;233;5,2;barato
11884;2377;193;7,4;barato
11885;2377;148;9,1;barato
11886;2378;51;20,7;caro
11887;2378;158;25,8;caro
11888;2378;210;28,6;caro
11889;2378;7;26,2;caro
11890;2378;27;28,4;caro
11891;2379;235;16,1;medio
11892;2379;186;18,7;medio
11893;2379;83;12,8;medio
11894;2379;99;14,7;medio
11895;2379;68;11,9;medio
11896;2380;225;8,7;barato
11897;2380;210;5,9;barato
11898;2380;141;7,2;barato
11899;2380;135;5,1;barato
11900;2380;177;9,8;barato
11901;2381;134;19,7;medio
11902;2381;175;18,9;medio
11903;2381;77;12,2;medio
11904;2381;185;11,1;medio
11905;2381;132;14,4;medio
11906;2382;54;17,7;medio
11907;2382;208;13,5;medio
11908;2382;234;15,3;medio
11909;2382;152;13,5;medio
11910;2382;80;19,9;medio
11911;2383;160;6,1;barato
11912;2383;234;8,6;barato
11913;2383;18;5,1;barato
11914;2383;77;9,1;barato
11915;2383;158;6,6;barato
11916;2384;230;21,5;caro
11917;2384;87;27,7;caro
11918;2384;60;27,9;caro
11919;2384;120;24,5;caro
11920;2384;64;23,1;caro
11921;2385;96;11,2;medio
11922;2385;224;15,9;medio
11923;2385;193;13,7;medio
11924;2385;91;15,6;medio
11925;2385;90;19,5;medio
11926;2386;56;7,6;barato
11927;2386;168;9,6;barato
11928;2386;164;8,2;barato
11929;2386;31;9,4;barato
11930;2386;210;9,3;barato
11931;2387;109;28,4;caro
11932;2387;8;28,3;caro
11933;2387;114;29,6;caro
11934;2387;2;29,8;caro
11935;2387;20;25,3;caro
11936;2388;129;28,1;caro
11937;2388;51;23,3;caro
11938;2388;163;21;caro
11939;2388;171;23;caro
11940;2388;139;28,7;caro
11941;2389;20;7,7;barato
11942;2389;52;5,3;barato
11943;2389;70;8,2;barato
11944;2389;62;8,9;barato
11945;2389;76;8,6;barato
11946;2390;18;9,1;barato
11947;2390;39;9,5;barato
11948;2390;88;8,5;barato
11949;2390;203;8,3;barato
11950;2390;8;6,6;barato
11951;2391;209;9,1;barato
11952;2391;157;9,5;barato
11953;2391;6;5;barato
11954;2391;90;7,2;barato
11955;2391;193;9;barato
11956;2392;173;5,4;barato
11957;2392;207;9;barato
11958;2392;230;9,8;barato
11959;2392;112;7,3;barato
11960;2392;93;6,1;barato
11961;2393;226;17,2;medio
11962;2393;35;19,9;medio
11963;2393;156;13,4;medio
11964;2393;68;20;medio
11965;2393;231;14;medio
11966;2394;126;9,4;barato
11967;2394;205;6,5;barato
11968;2394;86;7,6;barato
11969;2394;12;6,4;barato
11970;2394;69;8,2;barato
11971;2395;190;8,5;barato
11972;2395;97;5,8;barato
11973;2395;42;9,4;barato
11974;2395;152;7,4;barato
11975;2395;204;7,2;barato
11976;2396;140;6,3;barato
11977;2396;72;7,4;barato
11978;2396;16;9,6;barato
11979;2396;74;6,5;barato
11980;2396;232;6,5;barato
11981;2397;177;18,5;medio
11982;2397;59;15,7;medio
11983;2397;97;11,9;medio
11984;2397;103;13,3;medio
11985;2397;172;18,9;medio
11986;2398;180;9,1;barato
11987;2398;78;9,6;barato
11988;2398;134;6,5;barato
11989;2398;76;5,4;barato
11990;2398;147;6,4;barato
11991;2399;64;6,4;barato
