cafeteria_id;pet_friendly;tipo_musica;iluminacion;enchufes;wifi;terraza;estilo_decorativo
1144;sí;alegre;tenue;no;no;no;minimalista
1145;sí;sin música;cálida;sí;sí;sí;vintage
1146;sí;calmada;brillante;sí;no;sí;moderno
1147;no;calmada;cálida;no;sí;no;industrial
1148;sí;calmada;brillante;sí;no;no;minimalista
1149;no;alegre;tenue;sí;no;sí;moderno
1150;no;sin música;tenue;sí;sí;sí;minimalista
1151;sí;sin música;tenue;sí;sí;sí;artístico
1152;no;alegre;brillante;sí;no;sí;rústico
1153;no;sin música;tenue;no;sí;sí;artístico
1154;no;calmada;brillante;no;no;no;minimalista
1155;no;calmada;brillante;sí;no;no;vintage
1156;no;calmada;tenue;sí;sí;sí;artístico
1157;no;alegre;tenue;no;sí;no;artístico
1158;sí;calmada;cálida;sí;sí;sí;minimalista
1159;no;alegre;cálida;no;sí;sí;artístico
1160;sí;sin música;cálida;no;no;sí;moderno
1161;sí;calmada;cálida;sí;no;no;moderno
1162;sí;calmada;brillante;sí;no;no;vintage
1163;sí;calmada;tenue;sí;no;sí;industrial
1164;sí;sin música;cálida;sí;sí;no;industrial
1165;sí;sin música;cálida;sí;sí;sí;moderno
1166;no;alegre;cálida;sí;no;sí;minimalista
1167;sí;alegre;tenue;sí;no;no;vintage
1168;no;alegre;tenue;sí;no;no;rústico
1169;sí;sin música;cálida;sí;sí;no;vintage
1170;no;alegre;tenue;sí;sí;no;minimalista
1171;sí;sin música;tenue;sí;no;sí;industrial
1172;sí;calmada;tenue;no;sí;no;vintage
1173;no;sin música;tenue;sí;no;no;vintage
1174;sí;sin música;cálida;no;no;no;vintage
1175;no;calmada;cálida;sí;no;no;minimalista
1176;no;sin música;tenue;sí;no;no;artístico
1177;no;calmada;cálida;sí;sí;sí;vintage
1178;sí;alegre;brillante;no;sí;no;artístico
1179;sí;alegre;tenue;no;no;sí;rústico
1180;no;calmada;brillante;sí;sí;no;rústico
1181;sí;alegre;brillante;sí;sí;no;rústico
1182;sí;sin música;tenue;sí;sí;sí;rústico
1183;no;sin música;brillante;sí;sí;no;rústico
1184;sí;alegre;cálida;sí;sí;no;rústico
1185;sí;calmada;cálida;no;no;sí;industrial
1186;sí;alegre;cálida;sí;no;sí;artístico
1187;sí;alegre;brillante;sí;sí;sí;moderno
1188;no;sin música;brillante;no;no;sí;moderno
1189;sí;sin música;brillante;sí;sí;sí;artístico
1190;sí;calmada;cálida;no;sí;no;industrial
1191;no;sin música;brillante;sí;no;sí;artístico
1192;sí;calmada;tenue;no;no;no;rústico
1193;no;alegre;brillante;sí;sí;sí;industrial
1194;no;sin música;brillante;no;sí;no;minimalista
1195;sí;sin música;cálida;no;no;sí;moderno
1196;no;calmada;tenue;sí;sí;sí;artístico
1197;no;alegre;brillante;sí;sí;no;moderno
1198;sí;sin música;brillante;no;no;no;industrial
1199;no;calmada;cálida;no;sí;no;artístico
1200;no;alegre;brillante;no;no;sí;moderno
1201;no;calmada;brillante;no;sí;no;moderno
1202;sí;alegre;cálida;sí;no;no;artístico
1203;no;calmada;brillante;no;no;sí;rústico
1204;sí;calmada;cálida;sí;sí;sí;industrial
1205;sí;sin música;brillante;sí;sí;sí;artístico
1206;no;alegre;brillante;sí;sí;sí;rústico
1207;sí;alegre;cálida;no;sí;sí;minimalista
1208;sí;sin música;tenue;no;sí;no;rústico
1209;sí;calmada;tenue;sí;no;no;rústico
1210;sí;sin música;tenue;sí;no;sí;vintage
1211;sí;sin música;brillante;sí;sí;sí;minimalista
1212;sí;sin música;brillante;no;sí;sí;rústico
1213;no;sin música;cálida;no;no;no;moderno
1214;sí;sin música;cálida;sí;sí;no;artístico
1215;sí;calmada;brillante;sí;no;no;moderno
1216;no;calmada;brillante;sí;no;no;artístico
1217;sí;alegre;tenue;sí;no;no;artístico
1218;sí;calmada;brillante;no;no;sí;vintage
1219;sí;sin música;brillante;no;no;no;moderno
1220;no;calmada;cálida;sí;sí;sí;artístico
1221;sí;sin música;brillante;no;sí;sí;minimalista
1222;no;calmada;brillante;sí;no;no;minimalista
1223;no;calmada;cálida;no;no;sí;artístico
1224;sí;sin música;brillante;no;sí;sí;rústico
1225;sí;alegre;cálida;sí;sí;no;vintage
1226;sí;sin música;tenue;sí;sí;sí;vintage
1227;no;calmada;brillante;sí;no;sí;rústico
1228;sí;calmada;brillante;sí;no;sí;rústico
1229;no;calmada;cálida;no;sí;no;industrial
1230;no;sin música;tenue;sí;no;no;industrial
1231;no;sin música;cálida;sí;sí;no;moderno
1232;no;calmada;cálida;sí;sí;no;moderno
1233;no;alegre;brillante;no;no;sí;rústico
1234;no;calmada;brillante;no;sí;no;rústico
1235;sí;alegre;cálida;sí;sí;sí;moderno
1236;no;alegre;brillante;sí;sí;sí;artístico
1237;sí;calmada;tenue;no;sí;sí;minimalista
1238;sí;alegre;cálida;sí;no;sí;moderno
1239;sí;sin música;tenue;sí;no;no;minimalista
1240;sí;alegre;brillante;sí;no;sí;rústico
1241;no;calmada;tenue;no;sí;sí;minimalista
1242;no;alegre;cálida;no;no;no;vintage
1243;no;alegre;brillante;no;no;no;artístico
1244;sí;sin música;tenue;no;no;sí;artístico
1245;sí;calmada;cálida;sí;no;no;industrial
1246;no;alegre;brillante;sí;no;no;rústico
1247;sí;alegre;brillante;sí;no;no;minimalista
1248;no;sin música;brillante;no;no;sí;minimalista
1249;sí;alegre;cálida;sí;no;sí;rústico
1250;sí;sin música;brillante;no;sí;no;artístico
1251;sí;calmada;brillante;no;sí;no;vintage
1252;no;sin música;tenue;no;no;no;industrial
1253;sí;calmada;cálida;sí;no;no;artístico
1254;sí;sin música;cálida;sí;no;sí;vintage
1255;sí;calmada;cálida;sí;no;no;rústico
1256;no;alegre;tenue;no;sí;sí;rústico
1257;no;sin música;tenue;sí;no;no;moderno
1258;no;calmada;tenue;sí;sí;sí;rústico
1259;sí;alegre;tenue;sí;sí;sí;moderno
1260;no;calmada;brillante;no;sí;no;artístico
1261;no;sin música;cálida;sí;no;no;artístico
1262;sí;alegre;tenue;no;sí;sí;minimalista
1263;no;calmada;brillante;sí;no;no;minimalista
1264;sí;calmada;cálida;no;no;no;moderno
1265;sí;sin música;cálida;no;sí;no;minimalista
1266;sí;calmada;cálida;sí;sí;no;vintage
1267;sí;sin música;brillante;no;sí;sí;vintage
1268;no;calmada;brillante;no;no;sí;artístico
1269;sí;calmada;brillante;no;sí;sí;moderno
1270;sí;sin música;tenue;sí;sí;no;rústico
1271;no;sin música;tenue;no;sí;no;moderno
1272;no;sin música;cálida;sí;sí;no;minimalista
1273;no;sin música;tenue;no;no;no;industrial
1274;sí;sin música;cálida;no;no;sí;moderno
1275;sí;sin música;tenue;no;no;no;moderno
1276;no;alegre;brillante;sí;sí;sí;moderno
1277;sí;sin música;brillante;sí;no;no;moderno
1278;sí;calmada;cálida;sí;sí;sí;artístico
1279;no;calmada;brillante;no;sí;sí;industrial
1280;sí;calmada;brillante;sí;no;sí;moderno
1281;no;alegre;cálida;no;sí;no;moderno
1282;no;sin música;tenue;no;sí;sí;minimalista
1283;sí;alegre;cálida;no;sí;sí;artístico
1284;sí;alegre;tenue;no;sí;no;vintage
1285;sí;alegre;brillante;sí;sí;no;rústico
1286;no;calmada;tenue;no;sí;sí;moderno
1287;sí;sin música;brillante;no;no;no;minimalista
1288;sí;alegre;cálida;no;sí;sí;vintage
1289;sí;alegre;cálida;sí;sí;no;artístico
1290;sí;alegre;cálida;no;no;no;industrial
1291;sí;calmada;brillante;sí;no;sí;rústico
1292;sí;alegre;tenue;sí;no;no;vintage
1293;sí;sin música;brillante;sí;no;sí;moderno
1294;no;calmada;cálida;no;sí;no;minimalista
1295;no;alegre;brillante;no;no;no;minimalista
1296;sí;alegre;cálida;no;sí;sí;minimalista
1297;sí;calmada;cálida;no;sí;no;minimalista
1298;sí;sin música;cálida;sí;sí;no;rústico
1299;no;alegre;brillante;no;sí;no;vintage
1300;no;alegre;cálida;sí;sí;no;industrial
1301;no;alegre;brillante;no;sí;no;minimalista
1302;no;calmada;brillante;sí;no;sí;moderno
1303;sí;sin música;brillante;no;no;no;artístico
1304;sí;calmada;cálida;no;sí;sí;artístico
1305;sí;alegre;cálida;no;sí;no;moderno
1306;no;calmada;cálida;no;sí;no;artístico
1307;sí;calmada;cálida;sí;no;no;moderno
1308;sí;sin música;brillante;sí;no;sí;vintage
1309;sí;calmada;cálida;sí;sí;sí;moderno
1310;sí;calmada;brillante;no;sí;sí;minimalista
1311;sí;calmada;brillante;no;no;no;artístico
1312;sí;calmada;brillante;no;no;sí;minimalista
1313;sí;calmada;cálida;sí;sí;sí;minimalista
1314;no;calmada;brillante;sí;sí;no;moderno
1315;no;calmada;brillante;sí;no;sí;minimalista
1316;sí;sin música;tenue;no;sí;no;industrial
1317;no;alegre;tenue;sí;no;no;industrial
1318;sí;calmada;tenue;sí;no;no;moderno
1319;sí;calmada;brillante;no;sí;no;moderno
1320;sí;sin música;brillante;sí;no;sí;industrial
1321;no;sin música;brillante;no;sí;no;industrial
1322;sí;alegre;tenue;no;no;no;rústico
1323;sí;sin música;brillante;sí;sí;no;industrial
1324;sí;alegre;cálida;no;sí;no;rústico
1325;sí;alegre;cálida;sí;no;sí;industrial
1326;no;calmada;brillante;sí;sí;sí;vintage
1327;sí;calmada;tenue;sí;sí;no;minimalista
1328;sí;calmada;tenue;no;sí;sí;industrial
1329;sí;sin música;tenue;sí;no;sí;industrial
1330;sí;calmada;tenue;no;sí;no;industrial
1331;sí;alegre;cálida;sí;no;no;minimalista
1332;sí;sin música;brillante;no;sí;sí;rústico
1333;no;calmada;brillante;sí;no;sí;industrial
1334;sí;sin música;brillante;no;sí;no;rústico
1335;sí;alegre;tenue;no;sí;no;industrial
1336;sí;alegre;tenue;sí;no;sí;minimalista
1337;sí;sin música;brillante;no;no;no;rústico
1338;no;sin música;cálida;no;no;sí;minimalista
1339;sí;alegre;tenue;sí;no;sí;industrial
1340;no;calmada;brillante;sí;no;no;moderno
1341;no;sin música;cálida;sí;no;no;artístico
1342;sí;alegre;cálida;no;sí;sí;artístico
1343;no;calmada;tenue;sí;no;no;rústico
1344;sí;calmada;cálida;no;sí;sí;minimalista
1345;no;calmada;cálida;sí;no;no;industrial
1346;no;calmada;cálida;no;no;sí;industrial
1347;sí;calmada;brillante;no;sí;no;artístico
1348;no;alegre;brillante;sí;sí;sí;moderno
1349;sí;alegre;brillante;sí;no;no;artístico
1350;no;sin música;tenue;sí;no;no;artístico
1351;sí;calmada;brillante;no;no;no;artístico
1352;sí;calmada;cálida;sí;sí;sí;artístico
1353;no;calmada;brillante;no;no;sí;artístico
1354;sí;alegre;brillante;no;no;sí;moderno
1355;no;alegre;tenue;no;sí;no;rústico
1356;sí;alegre;tenue;no;no;sí;minimalista
1357;sí;sin música;cálida;no;sí;sí;industrial
1358;no;sin música;tenue;no;no;sí;vintage
1359;no;sin música;tenue;no;sí;sí;minimalista
1360;no;alegre;cálida;no;sí;sí;vintage
1361;no;sin música;cálida;no;no;no;industrial
1362;sí;alegre;tenue;no;no;no;artístico
1363;sí;calmada;cálida;sí;no;no;moderno
1364;sí;calmada;brillante;sí;sí;no;industrial
1365;sí;sin música;brillante;no;sí;no;industrial
1366;no;calmada;cálida;sí;no;sí;minimalista
1367;no;sin música;brillante;sí;no;sí;minimalista
1368;sí;alegre;brillante;no;no;sí;rústico
1369;no;alegre;tenue;no;no;sí;industrial
1370;sí;alegre;tenue;no;no;sí;moderno
1371;sí;alegre;cálida;sí;sí;no;rústico
1372;no;alegre;cálida;sí;no;no;minimalista
1373;sí;calmada;tenue;sí;no;no;industrial
1374;sí;alegre;cálida;sí;no;sí;minimalista
1375;no;alegre;tenue;sí;sí;sí;moderno
1376;sí;sin música;cálida;sí;sí;sí;industrial
1377;no;alegre;brillante;sí;sí;sí;minimalista
1378;sí;calmada;cálida;sí;no;sí;artístico
1379;sí;alegre;tenue;no;no;no;rústico
1380;sí;calmada;brillante;no;sí;sí;moderno
1381;sí;alegre;cálida;no;sí;sí;vintage
1382;no;calmada;tenue;sí;no;no;minimalista
1383;no;alegre;tenue;sí;no;sí;vintage
1384;no;sin música;brillante;sí;sí;no;artístico
1385;no;calmada;cálida;no;sí;sí;rústico
1386;sí;sin música;cálida;no;sí;no;moderno
1387;no;alegre;brillante;no;no;no;artístico
1388;sí;alegre;cálida;sí;no;sí;rústico
1389;no;sin música;cálida;no;sí;sí;moderno
1390;sí;alegre;cálida;no;no;sí;vintage
1391;no;sin música;tenue;no;no;no;minimalista
1392;sí;calmada;tenue;sí;no;no;artístico
1393;sí;sin música;tenue;sí;sí;no;artístico
1394;sí;alegre;cálida;no;sí;no;industrial
1395;no;alegre;tenue;sí;sí;no;rústico
1396;no;calmada;tenue;sí;sí;no;industrial
1397;no;sin música;tenue;sí;sí;sí;rústico
1398;sí;alegre;tenue;no;no;sí;moderno
1399;sí;calmada;brillante;no;sí;no;minimalista
1400;no;alegre;cálida;no;no;sí;industrial
1401;no;alegre;brillante;sí;no;sí;artístico
1402;sí;calmada;tenue;sí;sí;sí;artístico
1403;sí;sin música;brillante;no;sí;sí;industrial
1404;no;sin música;cálida;no;sí;no;rústico
1405;no;alegre;tenue;no;no;no;minimalista
1406;sí;calmada;brillante;no;no;no;rústico
1407;no;sin música;tenue;no;no;no;moderno
1408;no;alegre;cálida;no;sí;no;artístico
1409;no;sin música;tenue;no;no;no;minimalista
1410;sí;alegre;tenue;sí;sí;sí;industrial
1411;no;alegre;tenue;sí;no;no;industrial
1412;sí;sin música;tenue;no;sí;no;moderno
1413;sí;calmada;tenue;no;no;no;moderno
1414;no;alegre;brillante;sí;no;no;moderno
1415;sí;alegre;cálida;no;sí;sí;industrial
1416;no;sin música;tenue;no;no;sí;industrial
1417;no;alegre;tenue;sí;no;sí;minimalista
1418;sí;calmada;tenue;sí;no;sí;vintage
1419;no;calmada;cálida;no;sí;sí;industrial
1420;sí;alegre;tenue;no;no;no;moderno
1421;no;calmada;cálida;sí;sí;no;rústico
1422;sí;alegre;cálida;sí;no;sí;artístico
1423;no;calmada;cálida;sí;sí;sí;rústico
1424;sí;sin música;cálida;no;no;no;rústico
1425;no;calmada;tenue;no;no;sí;moderno
1426;no;alegre;tenue;sí;sí;no;artístico
1427;sí;calmada;cálida;sí;sí;sí;industrial
1428;no;calmada;brillante;sí;no;no;artístico
1429;sí;alegre;cálida;sí;sí;no;vintage
1430;sí;alegre;tenue;no;sí;sí;rústico
1431;sí;calmada;brillante;no;sí;no;rústico
1432;sí;sin música;tenue;sí;no;sí;rústico
1433;no;alegre;brillante;no;sí;sí;rústico
1434;no;sin música;cálida;no;sí;sí;vintage
1435;sí;sin música;cálida;no;sí;sí;minimalista
1436;no;calmada;cálida;sí;no;sí;industrial
1437;sí;alegre;cálida;no;no;sí;moderno
1438;no;alegre;tenue;no;sí;sí;minimalista
1439;no;calmada;tenue;sí;sí;sí;rústico
1440;sí;calmada;tenue;sí;no;no;moderno
1441;no;sin música;cálida;no;sí;sí;artístico
1442;no;sin música;tenue;no;no;sí;rústico
1443;sí;alegre;tenue;no;sí;sí;minimalista
1444;no;calmada;tenue;no;sí;sí;artístico
1445;no;alegre;tenue;no;sí;sí;minimalista
1446;no;sin música;tenue;no;sí;no;rústico
1447;sí;sin música;cálida;no;sí;sí;minimalista
1448;sí;calmada;tenue;no;no;sí;industrial
1449;no;alegre;brillante;no;sí;sí;vintage
1450;sí;sin música;brillante;no;no;sí;artístico
1451;no;alegre;cálida;sí;sí;no;vintage
1452;sí;calmada;brillante;no;sí;no;vintage
1453;sí;calmada;tenue;sí;no;no;rústico
1454;no;alegre;tenue;sí;no;sí;artístico
1455;no;calmada;cálida;sí;sí;no;rústico
1456;sí;alegre;brillante;no;no;no;vintage
1457;no;calmada;cálida;sí;sí;sí;vintage
1458;sí;calmada;brillante;no;no;sí;vintage
1459;no;sin música;brillante;no;sí;sí;moderno
1460;no;calmada;cálida;no;no;no;artístico
1461;sí;calmada;cálida;sí;sí;sí;rústico
1462;sí;sin música;brillante;sí;sí;sí;moderno
1463;sí;alegre;brillante;sí;sí;no;rústico
1464;sí;alegre;cálida;sí;no;sí;moderno
1465;no;calmada;brillante;sí;sí;no;rústico
1466;sí;alegre;tenue;sí;sí;no;minimalista
1467;no;calmada;brillante;sí;no;no;minimalista
1468;no;sin música;tenue;sí;no;no;vintage
1469;sí;sin música;brillante;sí;no;sí;industrial
1470;sí;calmada;cálida;sí;no;sí;moderno
1471;sí;alegre;cálida;no;no;sí;industrial
1472;no;sin música;brillante;no;no;no;moderno
1473;no;sin música;tenue;sí;no;sí;vintage
1474;no;calmada;brillante;sí;sí;sí;minimalista
1475;sí;sin música;brillante;sí;sí;no;vintage
1476;sí;calmada;tenue;sí;sí;no;rústico
1477;sí;alegre;brillante;no;no;no;artístico
1478;sí;alegre;cálida;sí;no;sí;artístico
1479;sí;calmada;brillante;sí;no;sí;moderno
1480;sí;sin música;tenue;no;no;no;vintage
1481;no;calmada;tenue;no;sí;sí;artístico
1482;sí;alegre;cálida;no;no;no;artístico
1483;sí;sin música;cálida;no;no;sí;vintage
1484;sí;sin música;cálida;no;no;no;moderno
1485;no;sin música;cálida;no;no;no;vintage
1486;no;alegre;brillante;no;sí;sí;moderno
1487;no;alegre;brillante;sí;no;sí;rústico
1488;no;calmada;cálida;sí;no;no;industrial
1489;sí;sin música;brillante;no;sí;sí;artístico
1490;no;calmada;cálida;sí;sí;no;rústico
1491;sí;calmada;tenue;no;no;no;artístico
1492;sí;sin música;tenue;sí;no;sí;moderno
1493;no;alegre;brillante;sí;no;sí;vintage
1494;no;calmada;cálida;sí;no;no;minimalista
1495;sí;sin música;brillante;no;sí;sí;artístico
1496;no;alegre;tenue;no;no;sí;rústico
1497;sí;alegre;brillante;no;no;no;vintage
1498;sí;alegre;brillante;no;no;no;moderno
1499;no;calmada;brillante;no;sí;no;vintage
1500;no;calmada;tenue;no;sí;sí;artístico
1501;no;calmada;brillante;sí;no;sí;vintage
1502;sí;alegre;brillante;no;sí;sí;vintage
1503;no;sin música;cálida;no;sí;no;minimalista
1504;sí;calmada;brillante;no;sí;no;rústico
1505;no;alegre;tenue;no;sí;sí;industrial
1506;no;sin música;brillante;no;sí;no;rústico
1507;no;alegre;brillante;no;sí;sí;minimalista
1508;sí;sin música;tenue;no;sí;no;moderno
1509;no;alegre;cálida;sí;no;no;artístico
1510;sí;calmada;brillante;no;no;no;industrial
1511;sí;calmada;tenue;sí;sí;no;artístico
1512;no;alegre;tenue;no;sí;sí;moderno
1513;no;alegre;tenue;sí;no;sí;moderno
1514;sí;alegre;cálida;sí;sí;no;rústico
1515;no;alegre;tenue;sí;no;sí;vintage
1516;sí;calmada;cálida;no;sí;sí;artístico
1517;sí;sin música;tenue;no;sí;no;moderno
1518;no;alegre;brillante;sí;no;sí;vintage
1519;no;sin música;tenue;no;no;no;artístico
1520;sí;alegre;tenue;no;sí;sí;rústico
1521;sí;sin música;cálida;no;sí;sí;industrial
1522;no;sin música;tenue;no;sí;sí;artístico
1523;no;alegre;cálida;no;no;sí;minimalista
1524;no;calmada;brillante;no;no;sí;minimalista
1525;no;alegre;cálida;no;no;sí;industrial
1526;sí;calmada;cálida;no;no;no;moderno
1527;sí;alegre;cálida;sí;sí;sí;moderno
1528;no;sin música;tenue;no;no;no;rústico
1529;no;alegre;brillante;no;sí;sí;industrial
1530;sí;calmada;tenue;sí;sí;sí;moderno
1531;no;alegre;brillante;sí;no;no;moderno
1532;no;sin música;brillante;no;sí;sí;minimalista
1533;no;calmada;tenue;sí;sí;no;industrial
1534;no;calmada;tenue;no;sí;sí;moderno
1535;sí;sin música;brillante;sí;no;sí;artístico
1536;no;alegre;brillante;sí;sí;sí;moderno
1537;sí;calmada;tenue;no;sí;no;vintage
1538;no;alegre;brillante;sí;sí;no;artístico
1539;sí;calmada;cálida;sí;sí;no;vintage
1540;sí;sin música;tenue;no;no;no;industrial
1541;no;alegre;cálida;no;sí;sí;vintage
1542;sí;alegre;tenue;no;no;no;vintage
1543;no;calmada;tenue;sí;sí;no;vintage
1544;sí;alegre;cálida;sí;sí;sí;vintage
1545;no;alegre;brillante;sí;no;sí;minimalista
1546;no;alegre;cálida;sí;sí;no;artístico
1547;sí;calmada;cálida;sí;sí;no;artístico
1548;sí;sin música;tenue;sí;no;no;industrial
1549;sí;alegre;cálida;sí;sí;sí;minimalista
1550;sí;alegre;cálida;no;no;no;vintage
1551;no;calmada;cálida;no;sí;sí;minimalista
1552;no;alegre;cálida;no;sí;sí;moderno
1553;sí;alegre;tenue;no;sí;no;artístico
1554;no;alegre;cálida;no;no;no;rústico
1555;no;sin música;cálida;no;sí;sí;industrial
1556;no;calmada;cálida;sí;sí;sí;industrial
1557;no;alegre;tenue;sí;no;sí;moderno
1558;sí;sin música;tenue;sí;sí;no;industrial
1559;no;alegre;tenue;no;sí;sí;moderno
1560;sí;calmada;brillante;sí;no;no;moderno
1561;sí;sin música;cálida;no;no;sí;industrial
1562;sí;alegre;brillante;sí;no;sí;minimalista
1563;sí;sin música;tenue;no;no;sí;moderno
1564;sí;calmada;brillante;no;no;sí;moderno
1565;no;sin música;cálida;sí;sí;no;minimalista
1566;sí;sin música;cálida;no;no;no;artístico
1567;no;calmada;brillante;no;no;sí;industrial
1568;no;alegre;brillante;sí;sí;sí;rústico
1569;sí;calmada;brillante;sí;sí;sí;rústico
1570;no;sin música;cálida;sí;sí;no;artístico
1571;no;calmada;cálida;no;no;sí;moderno
1572;sí;alegre;tenue;no;no;sí;minimalista
1573;no;sin música;cálida;sí;no;no;industrial
1574;sí;alegre;tenue;no;sí;sí;artístico
1575;no;sin música;brillante;no;sí;sí;artístico
1576;no;alegre;brillante;sí;sí;no;minimalista
1577;sí;alegre;brillante;no;no;sí;industrial
1578;sí;calmada;tenue;sí;sí;sí;rústico
1579;no;alegre;tenue;sí;no;sí;artístico
1580;sí;alegre;brillante;no;sí;no;industrial
1581;no;calmada;cálida;sí;no;sí;artístico
1582;sí;sin música;cálida;no;sí;no;artístico
1583;no;sin música;tenue;no;sí;no;rústico
1584;sí;calmada;cálida;sí;no;no;artístico
1585;no;alegre;cálida;no;sí;sí;rústico
1586;sí;calmada;tenue;no;sí;sí;industrial
1587;no;sin música;brillante;no;sí;no;industrial
1588;sí;calmada;tenue;no;sí;sí;minimalista
1589;sí;sin música;tenue;no;sí;sí;minimalista
1590;no;calmada;tenue;no;sí;sí;moderno
1591;sí;calmada;tenue;sí;no;no;artístico
1592;no;alegre;brillante;sí;no;sí;rústico
1593;sí;alegre;cálida;sí;sí;sí;industrial
1594;no;alegre;brillante;no;no;sí;minimalista
1595;sí;alegre;cálida;sí;no;no;minimalista
1596;no;calmada;brillante;sí;sí;sí;rústico
1597;sí;calmada;tenue;sí;no;sí;rústico
1598;sí;sin música;brillante;no;no;no;industrial
1599;sí;calmada;brillante;sí;sí;sí;vintage
1600;sí;calmada;tenue;no;no;no;minimalista
1601;no;calmada;cálida;no;no;no;artístico
1602;sí;sin música;cálida;no;no;sí;moderno
1603;no;sin música;tenue;sí;sí;sí;industrial
1604;no;sin música;brillante;no;no;no;moderno
1605;no;calmada;cálida;no;no;no;moderno
1606;sí;sin música;cálida;no;no;sí;vintage
1607;sí;calmada;brillante;sí;no;no;minimalista
1608;sí;alegre;tenue;sí;no;sí;artístico
1609;no;calmada;tenue;sí;sí;no;minimalista
1610;no;sin música;cálida;sí;sí;sí;moderno
1611;sí;calmada;tenue;no;no;no;minimalista
1612;no;calmada;brillante;no;sí;no;artístico
1613;no;calmada;tenue;no;sí;no;artístico
1614;sí;calmada;cálida;sí;sí;sí;vintage
1615;no;alegre;cálida;no;sí;no;artístico
1616;sí;alegre;cálida;sí;no;sí;artístico
1617;sí;calmada;brillante;sí;sí;no;artístico
1618;no;sin música;brillante;no;no;sí;vintage
1619;no;calmada;brillante;no;sí;no;industrial
1620;sí;calmada;tenue;sí;no;sí;rústico
1621;no;alegre;tenue;no;no;no;minimalista
1622;no;alegre;tenue;sí;sí;sí;artístico
1623;sí;sin música;cálida;sí;sí;sí;rústico
1624;sí;sin música;brillante;no;sí;no;industrial
1625;no;alegre;brillante;no;no;sí;vintage
1626;sí;sin música;tenue;sí;no;sí;artístico
1627;no;sin música;brillante;sí;sí;sí;rústico
1628;sí;sin música;cálida;sí;no;no;moderno
1629;no;sin música;brillante;sí;no;no;moderno
1630;sí;sin música;cálida;no;no;sí;artístico
1631;sí;calmada;brillante;sí;no;no;industrial
1632;no;alegre;cálida;no;sí;no;moderno
1633;sí;calmada;brillante;sí;no;sí;artístico
1634;sí;sin música;cálida;no;no;no;minimalista
1635;no;alegre;brillante;no;no;sí;artístico
1636;sí;calmada;brillante;sí;no;no;moderno
1637;sí;sin música;tenue;sí;sí;no;vintage
1638;no;calmada;cálida;no;sí;sí;industrial
1639;no;alegre;brillante;no;sí;sí;rústico
1640;no;sin música;cálida;no;sí;sí;moderno
1641;no;sin música;brillante;no;no;no;artístico
1642;no;alegre;cálida;no;no;no;industrial
1643;no;alegre;tenue;sí;sí;sí;vintage
1644;sí;calmada;cálida;sí;no;no;industrial
1645;sí;alegre;brillante;sí;sí;no;artístico
1646;sí;calmada;brillante;no;sí;sí;industrial
1647;sí;calmada;tenue;sí;no;no;industrial
1648;no;sin música;brillante;sí;sí;no;rústico
1649;no;calmada;brillante;no;no;no;minimalista
1650;no;alegre;cálida;no;sí;sí;artístico
1651;no;calmada;brillante;sí;no;no;vintage
1652;no;sin música;tenue;sí;no;no;minimalista
1653;no;alegre;cálida;no;no;sí;rústico
1654;sí;calmada;brillante;sí;no;sí;industrial
1655;sí;sin música;brillante;sí;sí;sí;artístico
1656;no;alegre;brillante;sí;no;no;industrial
1657;sí;alegre;cálida;sí;sí;sí;minimalista
1658;no;calmada;brillante;sí;no;no;moderno
1659;no;calmada;brillante;sí;sí;sí;minimalista
1660;no;sin música;tenue;sí;sí;no;artístico
1661;sí;calmada;brillante;no;no;no;artístico
1662;sí;sin música;brillante;no;no;sí;rústico
1663;no;alegre;cálida;no;no;no;moderno
1664;sí;sin música;brillante;sí;sí;sí;rústico
1665;no;alegre;tenue;no;sí;no;rústico
1666;no;sin música;tenue;no;sí;sí;artístico
1667;no;sin música;brillante;sí;sí;sí;industrial
1668;no;alegre;cálida;no;no;sí;rústico
1669;sí;alegre;cálida;no;sí;sí;artístico
1670;no;alegre;cálida;sí;no;no;minimalista
1671;sí;alegre;brillante;no;no;no;vintage
1672;sí;calmada;tenue;no;no;no;industrial
1673;sí;alegre;cálida;no;sí;sí;minimalista
1674;no;alegre;cálida;sí;no;sí;artístico
1675;no;sin música;brillante;sí;no;sí;vintage
1676;no;sin música;brillante;no;no;sí;moderno
1677;no;sin música;tenue;no;no;no;rústico
1678;no;sin música;tenue;no;sí;sí;minimalista
1679;sí;calmada;tenue;sí;sí;sí;minimalista
1680;sí;sin música;tenue;sí;sí;sí;minimalista
1681;sí;calmada;cálida;sí;no;no;industrial
1682;sí;sin música;tenue;sí;sí;no;industrial
1683;sí;alegre;tenue;sí;no;sí;vintage
1684;no;sin música;cálida;sí;sí;no;moderno
1685;sí;sin música;tenue;no;no;no;vintage
1686;sí;calmada;cálida;sí;no;no;vintage
1687;sí;calmada;tenue;no;no;sí;moderno
1688;no;sin música;tenue;sí;no;no;industrial
1689;sí;calmada;tenue;sí;sí;sí;minimalista
1690;sí;alegre;brillante;sí;sí;no;rústico
1691;no;sin música;cálida;no;no;no;rústico
1692;no;sin música;brillante;no;no;no;rústico
1693;no;calmada;cálida;sí;no;no;industrial
1694;no;calmada;brillante;no;sí;sí;rústico
1695;no;calmada;tenue;sí;sí;sí;moderno
1696;no;sin música;tenue;no;no;no;artístico
