id_cafes;nombre;pais;variedad;presentacion;notas_sabor;altitud
1013;Aurora del Norte 1013;Colombia;Geisha;cápsula;caramelo|nuez|chocolate;1500–1900 msnm
1014;Mirador del Encanto Andino 1014;Costa Rica;Pacamara;molido;chocolate|nuez|vainilla;900–1200 msnm
1015;Montaña del Sur 1015;México;Mundo Novo;cápsula;caramelo|nuez|chocolate;900–1200 msnm
1016;Sol Mística 1016;Costa Rica;Geisha;molido;cítrico|floral|miel;900–1200 msnm
1017;Travesía del Sur 1017;Honduras;Villalobos;grano;frutal|caramelo|vino tinto;1600–2000 msnm
1018;Mística Suprema 1018;Brasil;Typica;grano;floral|té negro|frutal;1200–1500 msnm
1019;Aroma del Volcán 1019;Costa Rica;Mundo Novo;molido;frutal|miel|cítrico;1500–1900 msnm
1020;Brisa del Mar 1020;Colombia;Maragogipe;molido;chocolate|nuez|vainilla;1400–1800 msnm
1021;Valle del Cóndor 1021;Colombia;Geisha;cápsula;floral|té negro|frutal;1300–1600 msnm
1022;Estrella del Corazón 1022;Guatemala;Geisha;cápsula;panela|frutal|cacao;1600–2000 msnm
1023;Travesía del Encanto Andino 1023;Costa Rica;Villalobos;molido;terroso|especias|chocolate;900–1200 msnm
1024;Selva del Horizonte 1024;Brasil;Geisha;molido;panela|frutal|cacao;1700–2100 msnm
1025;Cumbre del Horizonte Dorado 1025;Brasil;Catuai;cápsula;chocolate|nuez|vainilla;1400–1800 msnm
1026;Cedro del Jaguar 1026;Perú;Geisha;molido;frutal|chocolate|floral;1200–1500 msnm
1027;Mirador Verde 1027;Costa Rica;Catuai;cápsula;cítrico|floral|miel;1600–2000 msnm
1028;Estrella del Bosque Alto 1028;Honduras;Pacamara;cápsula;terroso|especias|chocolate;1400–1800 msnm
1029;Cedro del Bosque Alto 1029;Ecuador;Villalobos;cápsula;chocolate|nuez|vainilla;1400–1800 msnm
1030;Cacao del Corazón 1030;Nicaragua;Bourbon;molido;frutal|miel|cítrico;1700–2100 msnm
1031;Fuente del Horizonte 1031;Colombia;Geisha;cápsula;panela|frutal|cacao;1500–1900 msnm
1032;Puerta del Oeste 1032;Colombia;Mundo Novo;molido;frutal|caramelo|vino tinto;1200–1500 msnm
1033;Sol del Alba 1033;México;Geisha;molido;chocolate|nuez|vainilla;1200–1500 msnm
1034;Perla Clásica 1034;Nicaragua;Catuai;cápsula;floral|jazmín|cítrico;1000–1400 msnm
1035;Fuego del Mar 1035;Nicaragua;Catuai;grano;cítrico|floral|miel;1000–1400 msnm
1036;Cedro del Ande 1036;El Salvador;Caturra;molido;cítrico|floral|miel;900–1200 msnm
1037;Sierra del Horizonte Azul 1037;Nicaragua;Bourbon;grano;terroso|especias|chocolate;1200–1500 msnm
1038;Sol Verde 1038;Nicaragua;Typica;grano;floral|té negro|frutal;1300–1600 msnm
1039;Horizonte del Horizonte Azul 1039;Guatemala;Villalobos;cápsula;panela|frutal|cacao;1400–1800 msnm
1040;Valle del Paraíso 1040;Bolivia;Maragogipe;grano;terroso|especias|chocolate;1500–1900 msnm
1041;Fuente del Trópico 1041;Nicaragua;Maragogipe;molido;caramelo|nuez|chocolate;1300–1600 msnm
1042;Altura del Cóndor 1042;Nicaragua;Maragogipe;molido;floral|té negro|frutal;1500–1900 msnm
1043;Cedro Nevada 1043;El Salvador;Catuai;molido;cítrico|floral|miel;900–1200 msnm
1044;Camino del Sol Naciente 1044;Brasil;Pacamara;grano;chocolate|nuez|vainilla;1300–1600 msnm
1045;Cedro del Trópico 1045;Perú;Bourbon;cápsula;floral|té negro|frutal;1700–2100 msnm
1046;Valle del Mundo 1046;Guatemala;Castillo;cápsula;floral|té negro|frutal;1400–1800 msnm
1047;Fuente del Mar 1047;México;Caturra;cápsula;frutal|miel|cítrico;1200–1500 msnm
1048;Brisa del Horizonte Azul 1048;Nicaragua;Catuai;molido;chocolate|nuez|vainilla;1600–2000 msnm
1049;Perla del Horizonte Dorado 1049;Ecuador;Bourbon;grano;chocolate|nuez|vainilla;1200–1500 msnm
1050;Sendero del Valle Sagrado 1050;Brasil;Caturra;grano;frutal|caramelo|vino tinto;1500–1900 msnm
1051;Cóndor del Valle 1051;Guatemala;Maragogipe;cápsula;caramelo|nuez|chocolate;900–1200 msnm
1052;Sol del Camino 1052;Ecuador;Pacamara;cápsula;caramelo|nuez|chocolate;1000–1400 msnm
1053;Trueno del Volcán 1053;Honduras;Geisha;molido;panela|frutal|cacao;1200–1500 msnm
1054;Brisa Verde 1054;Nicaragua;Geisha;molido;terroso|especias|chocolate;1400–1800 msnm
1055;Nube del Oro 1055;El Salvador;Geisha;grano;panela|frutal|cacao;1200–1500 msnm
1056;Río del Bosque Alto 1056;El Salvador;Typica;molido;panela|frutal|cacao;1500–1900 msnm
1057;Perla del Sur 1057;Nicaragua;Caturra;grano;frutal|miel|cítrico;1400–1800 msnm
1058;Cascada del Norte 1058;Guatemala;Geisha;cápsula;frutal|miel|cítrico;1700–2100 msnm
1059;Perla Encantada 1059;México;Castillo;grano;frutal|miel|cítrico;900–1200 msnm
1060;Reserva del Oeste 1060;Guatemala;Maragogipe;cápsula;panela|frutal|cacao;1200–1500 msnm
1061;Cumbre del Bosque 1061;Guatemala;Maragogipe;molido;floral|té negro|frutal;1300–1600 msnm
1062;Colibrí del Valle Sagrado 1062;Honduras;Catuai;grano;chocolate|nuez|vainilla;1000–1400 msnm
1063;Mirador del Río Grande 1063;Perú;Villalobos;molido;panela|frutal|cacao;1200–1500 msnm
1064;Cascada Real 1064;Costa Rica;Catuai;molido;floral|té negro|frutal;900–1200 msnm
1065;Rayo del Este 1065;Honduras;Villalobos;cápsula;frutal|miel|cítrico;1400–1800 msnm
1066;Estrella Andina 1066;Bolivia;Geisha;molido;frutal|chocolate|floral;1300–1600 msnm
1067;Perla del Encanto Andino 1067;El Salvador;Typica;molido;chocolate|nuez|vainilla;1400–1800 msnm
1068;Ceiba Tropical 1068;Brasil;Mundo Novo;grano;frutal|miel|cítrico;1000–1400 msnm
1069;Río del Espíritu 1069;Honduras;Geisha;molido;panela|frutal|cacao;1300–1600 msnm
1070;Sol del Café 1070;Guatemala;Mundo Novo;molido;panela|frutal|cacao;1200–1500 msnm
1071;Jaguar del Volcán 1071;Guatemala;Mundo Novo;grano;caramelo|nuez|chocolate;1300–1600 msnm
1072;Fuente del Viento 1072;Bolivia;Catuai;grano;floral|jazmín|cítrico;1300–1600 msnm
1073;Altura del Bosque Alto 1073;Guatemala;Caturra;molido;caramelo|nuez|chocolate;1600–2000 msnm
1074;Aroma del Sur 1074;Nicaragua;Mundo Novo;grano;caramelo|nuez|chocolate;1000–1400 msnm
1075;Fuente del Volcán 1075;Ecuador;Castillo;molido;floral|té negro|frutal;1300–1600 msnm
1076;Fuente Suprema 1076;Ecuador;Villalobos;grano;chocolate|nuez|vainilla;1000–1400 msnm
1077;Tesoro del Paraíso 1077;Honduras;Bourbon;cápsula;caramelo|nuez|chocolate;1300–1600 msnm
1078;Guacamayo del Café 1078;Nicaragua;Bourbon;grano;frutal|miel|cítrico;1700–2100 msnm
1079;Maíz del Café 1079;México;Maragogipe;grano;floral|té negro|frutal;1200–1500 msnm
1080;Corazón del Café 1080;Colombia;Castillo;grano;caramelo|nuez|chocolate;1600–2000 msnm
1081;Valle del Cacao 1081;Honduras;Villalobos;cápsula;cítrico|floral|miel;1600–2000 msnm
1082;Cóndor del Camino 1082;Ecuador;Typica;molido;floral|té negro|frutal;1600–2000 msnm
1083;Sierra del Oeste 1083;Honduras;Geisha;grano;cítrico|floral|miel;1400–1800 msnm
1084;Guacamayo del Amanecer 1084;Colombia;Maragogipe;grano;cítrico|floral|miel;1400–1800 msnm
1085;Fuente del Oeste 1085;Colombia;Mundo Novo;molido;floral|té negro|frutal;1200–1500 msnm
1086;Quetzal del Maíz 1086;Ecuador;Geisha;molido;caramelo|nuez|chocolate;900–1200 msnm
1087;Sol del Volcán 1087;Nicaragua;Bourbon;molido;floral|jazmín|cítrico;1500–1900 msnm
1088;Encanto Tropical 1088;México;Catuai;grano;cítrico|floral|miel;1200–1500 msnm
1089;Fuente del Cóndor 1089;Guatemala;Castillo;grano;floral|té negro|frutal;1300–1600 msnm
1090;Joya del Tesoro 1090;Bolivia;Maragogipe;cápsula;floral|té negro|frutal;900–1200 msnm
1091;Leyenda del Lago 1091;Nicaragua;Mundo Novo;grano;panela|frutal|cacao;900–1200 msnm
1092;Sierra del Valle Sagrado 1092;Bolivia;Villalobos;cápsula;chocolate|nuez|vainilla;1600–2000 msnm
1093;Fuente del Camino 1093;Perú;Catuai;cápsula;frutal|caramelo|vino tinto;1400–1800 msnm
1094;Luz del Cóndor 1094;Guatemala;Villalobos;molido;chocolate|nuez|vainilla;900–1200 msnm
1095;Perla Nevada 1095;Nicaragua;Catuai;grano;panela|frutal|cacao;1700–2100 msnm
1096;Luz del Valle 1096;Brasil;Caturra;molido;terroso|especias|chocolate;900–1200 msnm
1097;Rincón del Café 1097;Colombia;Geisha;cápsula;panela|frutal|cacao;1700–2100 msnm
1098;Valle del Alba 1098;Ecuador;Typica;grano;floral|jazmín|cítrico;900–1200 msnm
1099;Valle Mística 1099;México;Pacamara;grano;floral|té negro|frutal;1600–2000 msnm
1100;Mirador Nevada 1100;Brasil;Geisha;molido;floral|té negro|frutal;1200–1500 msnm
1101;Rincón del Paraíso 1101;Ecuador;Caturra;cápsula;frutal|caramelo|vino tinto;1200–1500 msnm
1102;Cedro del Maíz 1102;Brasil;Maragogipe;cápsula;frutal|miel|cítrico;1400–1800 msnm
1103;Corazón Andina 1103;Perú;Caturra;molido;floral|jazmín|cítrico;1600–2000 msnm
1104;Flor del Bosque 1104;México;Typica;cápsula;caramelo|nuez|chocolate;1000–1400 msnm
1105;Aurora del Horizonte Azul 1105;Costa Rica;Maragogipe;molido;cítrico|floral|miel;1700–2100 msnm
1106;Cumbre del Bosque Alto 1106;Nicaragua;Castillo;molido;cítrico|floral|miel;1300–1600 msnm
1107;Rincón del Horizonte Azul 1107;Colombia;Maragogipe;molido;frutal|chocolate|floral;900–1200 msnm
1108;Vereda del Este 1108;Perú;Mundo Novo;molido;frutal|miel|cítrico;1500–1900 msnm
1109;Montaña del Jaguar 1109;México;Mundo Novo;grano;terroso|especias|chocolate;1400–1800 msnm
1110;Leyenda del Tesoro 1110;Brasil;Maragogipe;cápsula;frutal|miel|cítrico;1000–1400 msnm
1111;Rayo del Café Especial 1111;El Salvador;Mundo Novo;cápsula;frutal|chocolate|floral;1200–1500 msnm
1112;Mirador del Valle 1112;México;Maragogipe;grano;terroso|especias|chocolate;1600–2000 msnm
1113;Esencia del Cóndor 1113;Honduras;Castillo;molido;cítrico|floral|miel;1600–2000 msnm
1114;Joya del Oeste 1114;Brasil;Castillo;cápsula;terroso|especias|chocolate;1600–2000 msnm
1115;Puerta del Maíz 1115;Brasil;Caturra;molido;frutal|caramelo|vino tinto;1700–2100 msnm
1116;Mística Andina 1116;Ecuador;Typica;grano;caramelo|nuez|chocolate;1000–1400 msnm
1117;Jaguar del Río Grande 1117;Costa Rica;Mundo Novo;molido;terroso|especias|chocolate;900–1200 msnm
1118;Leyenda del Sol Naciente 1118;Colombia;Bourbon;cápsula;chocolate|nuez|vainilla;1400–1800 msnm
1119;Puerta del Amanecer 1119;Colombia;Pacamara;grano;chocolate|nuez|vainilla;1300–1600 msnm
1120;Joya del Ande 1120;El Salvador;Typica;grano;caramelo|nuez|chocolate;1000–1400 msnm
1121;Reserva del Cóndor 1121;México;Geisha;grano;frutal|chocolate|floral;1200–1500 msnm
1122;Cascada del Mar 1122;México;Bourbon;grano;panela|frutal|cacao;1300–1600 msnm
1123;Cóndor del Nevado 1123;Colombia;Catuai;cápsula;frutal|chocolate|floral;1700–2100 msnm
1124;Selva del Sur 1124;Costa Rica;Castillo;cápsula;cítrico|floral|miel;1200–1500 msnm
1125;Cóndor del Río Grande 1125;Brasil;Maragogipe;cápsula;floral|jazmín|cítrico;900–1200 msnm
1126;Flor del Cóndor 1126;Bolivia;Typica;cápsula;cítrico|floral|miel;1600–2000 msnm
1127;Estrella del Sur 1127;Guatemala;Geisha;cápsula;caramelo|nuez|chocolate;1700–2100 msnm
1128;Reserva del Ande 1128;Bolivia;Typica;molido;terroso|especias|chocolate;1400–1800 msnm
1129;Brisa del Este 1129;Nicaragua;Caturra;molido;chocolate|nuez|vainilla;1300–1600 msnm
1130;Ceiba del Trópico 1130;Honduras;Typica;molido;terroso|especias|chocolate;1500–1900 msnm
1131;Cóndor del Trópico 1131;Ecuador;Bourbon;cápsula;frutal|miel|cítrico;900–1200 msnm
1132;Ceiba del Oro 1132;Ecuador;Maragogipe;grano;frutal|chocolate|floral;1200–1500 msnm
1133;Cascada del Valle Sagrado 1133;Guatemala;Castillo;molido;panela|frutal|cacao;1700–2100 msnm
1134;Raíces del Horizonte 1134;Costa Rica;Catuai;molido;chocolate|nuez|vainilla;1300–1600 msnm
1135;Altura del Amanecer 1135;Perú;Mundo Novo;grano;frutal|chocolate|floral;1400–1800 msnm
1136;Alma Dorada 1136;Nicaragua;Pacamara;molido;frutal|miel|cítrico;1200–1500 msnm
1137;Cacao Tropical 1137;Perú;Maragogipe;cápsula;floral|jazmín|cítrico;1200–1500 msnm
1138;Cedro del Oro 1138;Costa Rica;Typica;cápsula;chocolate|nuez|vainilla;1600–2000 msnm
1139;Brisa Real 1139;El Salvador;Pacamara;grano;frutal|caramelo|vino tinto;1300–1600 msnm
1140;Leyenda del Trueno 1140;Colombia;Mundo Novo;grano;frutal|miel|cítrico;1400–1800 msnm
1141;Camino del Río 1141;Bolivia;Catuai;molido;panela|frutal|cacao;900–1200 msnm
1142;Perla del Nevado 1142;Costa Rica;Geisha;molido;chocolate|nuez|vainilla;1500–1900 msnm
1143;Sendero del Encanto Andino 1143;Perú;Typica;cápsula;frutal|chocolate|floral;1000–1400 msnm
1144;Cacao del Río 1144;Colombia;Geisha;molido;panela|frutal|cacao;1600–2000 msnm
1145;Cacao del Sol Naciente 1145;México;Catuai;cápsula;terroso|especias|chocolate;1700–2100 msnm
1146;Aroma del Trueno 1146;Colombia;Bourbon;grano;cítrico|floral|miel;1300–1600 msnm
1147;Río del Tesoro 1147;Ecuador;Villalobos;molido;frutal|caramelo|vino tinto;1700–2100 msnm
1148;Selva Tropical 1148;Bolivia;Bourbon;molido;caramelo|nuez|chocolate;1500–1900 msnm
1149;Valle del Valle Sagrado 1149;El Salvador;Caturra;grano;frutal|chocolate|floral;1500–1900 msnm
1150;Fuego del Mundo 1150;Bolivia;Typica;grano;floral|jazmín|cítrico;1400–1800 msnm
1151;Cumbre del Nevado 1151;El Salvador;Maragogipe;molido;panela|frutal|cacao;1700–2100 msnm
1152;Mirador del Alba 1152;Bolivia;Caturra;cápsula;floral|jazmín|cítrico;1600–2000 msnm
1153;Sendero del Horizonte 1153;El Salvador;Caturra;molido;frutal|caramelo|vino tinto;1300–1600 msnm
1154;Rayo del Río 1154;Colombia;Maragogipe;grano;floral|té negro|frutal;1500–1900 msnm
1155;Horizonte del Espíritu 1155;Nicaragua;Typica;molido;caramelo|nuez|chocolate;900–1200 msnm
1156;Fuego del Corazón 1156;Honduras;Pacamara;molido;floral|té negro|frutal;1700–2100 msnm
1157;Alma del Valle Sagrado 1157;Guatemala;Catuai;grano;panela|frutal|cacao;1500–1900 msnm
1158;Corazón del Río 1158;Guatemala;Caturra;grano;floral|té negro|frutal;1700–2100 msnm
1159;Rincón Andina 1159;Colombia;Geisha;cápsula;cítrico|floral|miel;1400–1800 msnm
1160;Brisa del Sol 1160;Perú;Mundo Novo;cápsula;floral|té negro|frutal;1700–2100 msnm
1161;Mirador Dorada 1161;Colombia;Castillo;molido;caramelo|nuez|chocolate;1500–1900 msnm
1162;Reserva Encantada 1162;Ecuador;Maragogipe;molido;floral|té negro|frutal;1000–1400 msnm
1163;Selva del Volcán 1163;Perú;Mundo Novo;grano;panela|frutal|cacao;1400–1800 msnm
1164;Corazón del Mundo 1164;México;Catuai;grano;frutal|caramelo|vino tinto;900–1200 msnm
1165;Cedro del Camino 1165;Honduras;Typica;grano;frutal|chocolate|floral;1500–1900 msnm
1166;Sol del Mundo 1166;Bolivia;Castillo;molido;floral|jazmín|cítrico;900–1200 msnm
1167;Trueno del Paraíso 1167;Perú;Pacamara;grano;terroso|especias|chocolate;1200–1500 msnm
1168;Joya Nevada 1168;Costa Rica;Pacamara;grano;terroso|especias|chocolate;1400–1800 msnm
1169;Mirador del Trópico 1169;Nicaragua;Catuai;grano;frutal|chocolate|floral;1200–1500 msnm
1170;Leyenda Nevada 1170;El Salvador;Bourbon;grano;floral|jazmín|cítrico;1700–2100 msnm
1171;Brisa del Trueno 1171;Guatemala;Typica;grano;floral|té negro|frutal;900–1200 msnm
1172;Valle del Volcán 1172;Costa Rica;Caturra;grano;floral|té negro|frutal;1500–1900 msnm
1173;Horizonte del Bosque 1173;Brasil;Villalobos;grano;chocolate|nuez|vainilla;1000–1400 msnm
1174;Joya del Nevado 1174;El Salvador;Caturra;grano;panela|frutal|cacao;1300–1600 msnm
1175;Sierra del Café Especial 1175;Ecuador;Maragogipe;cápsula;cítrico|floral|miel;1300–1600 msnm
1176;Granito del Oro 1176;Ecuador;Typica;grano;frutal|chocolate|floral;1400–1800 msnm
1177;Tesoro del Encanto 1177;Brasil;Caturra;grano;caramelo|nuez|chocolate;1700–2100 msnm
1178;Nube del Maíz 1178;Nicaragua;Bourbon;molido;floral|té negro|frutal;1700–2100 msnm
1179;Mística Verde 1179;México;Castillo;molido;terroso|especias|chocolate;1300–1600 msnm
1180;Cedro del Horizonte Dorado 1180;Nicaragua;Typica;grano;cítrico|floral|miel;1200–1500 msnm
1181;Cedro del Corazón 1181;Guatemala;Villalobos;cápsula;terroso|especias|chocolate;1600–2000 msnm
1182;Trueno del Sol 1182;Costa Rica;Typica;molido;floral|té negro|frutal;1600–2000 msnm
1183;Brisa del Tesoro 1183;Perú;Catuai;molido;caramelo|nuez|chocolate;1200–1500 msnm
1184;Camino del Sur 1184;Brasil;Villalobos;molido;floral|jazmín|cítrico;1300–1600 msnm
1185;Raíces del Ande 1185;México;Catuai;cápsula;frutal|chocolate|floral;1000–1400 msnm
1186;Valle Dorada 1186;Honduras;Castillo;cápsula;frutal|miel|cítrico;1200–1500 msnm
1187;Rayo del Alba 1187;Ecuador;Bourbon;molido;caramelo|nuez|chocolate;900–1200 msnm
1188;Esencia del Espíritu 1188;Nicaragua;Mundo Novo;cápsula;cítrico|floral|miel;1200–1500 msnm
1189;Cacao del Café 1189;Ecuador;Villalobos;molido;panela|frutal|cacao;1200–1500 msnm
1190;Luz del Mar 1190;El Salvador;Castillo;molido;floral|jazmín|cítrico;1200–1500 msnm
1191;Brisa del Jaguar 1191;Brasil;Villalobos;grano;floral|té negro|frutal;1000–1400 msnm
1192;Travesía del Horizonte Azul 1192;Brasil;Mundo Novo;grano;panela|frutal|cacao;900–1200 msnm
1193;Joya Tropical 1193;Bolivia;Geisha;cápsula;floral|té negro|frutal;1200–1500 msnm
1194;Alma del Ande 1194;Honduras;Castillo;grano;floral|té negro|frutal;1300–1600 msnm
1195;Altura del Oro 1195;Nicaragua;Caturra;grano;floral|té negro|frutal;1300–1600 msnm
1196;Joya del Río 1196;Bolivia;Maragogipe;molido;cítrico|floral|miel;1400–1800 msnm
1197;Cosecha del Bosque Alto 1197;Brasil;Catuai;cápsula;floral|té negro|frutal;900–1200 msnm
1198;Travesía del Trueno 1198;Ecuador;Bourbon;grano;caramelo|nuez|chocolate;1000–1400 msnm
1199;Corazón Dorada 1199;México;Bourbon;grano;floral|té negro|frutal;1600–2000 msnm
1200;Corazón del Camino 1200;Nicaragua;Maragogipe;molido;floral|té negro|frutal;1700–2100 msnm
1201;Cacao del Lago 1201;Brasil;Catuai;grano;cítrico|floral|miel;1300–1600 msnm
1202;Montaña del Corazón 1202;Ecuador;Catuai;molido;panela|frutal|cacao;1000–1400 msnm
1203;Jaguar del Camino 1203;Ecuador;Mundo Novo;molido;chocolate|nuez|vainilla;1700–2100 msnm
1204;Luz del Río 1204;Brasil;Maragogipe;grano;terroso|especias|chocolate;1300–1600 msnm
1205;Flor del Viento 1205;Bolivia;Bourbon;grano;terroso|especias|chocolate;1700–2100 msnm
1206;Río Nevada 1206;México;Castillo;cápsula;floral|jazmín|cítrico;1500–1900 msnm
1207;Montaña del Río Grande 1207;Guatemala;Villalobos;cápsula;panela|frutal|cacao;1700–2100 msnm
1208;Cascada Verde 1208;Costa Rica;Caturra;grano;caramelo|nuez|chocolate;1000–1400 msnm
1209;Cascada del Cacao 1209;Guatemala;Villalobos;cápsula;frutal|caramelo|vino tinto;1200–1500 msnm
1210;Montaña del Espíritu 1210;Honduras;Pacamara;cápsula;frutal|chocolate|floral;900–1200 msnm
1211;Quetzal del Horizonte 1211;Costa Rica;Catuai;grano;panela|frutal|cacao;1600–2000 msnm
1212;Luz del Sol 1212;Costa Rica;Bourbon;grano;floral|jazmín|cítrico;1400–1800 msnm
1213;Reserva del Mar 1213;Nicaragua;Caturra;molido;frutal|miel|cítrico;1500–1900 msnm
1214;Montaña Real 1214;Guatemala;Castillo;grano;floral|té negro|frutal;1700–2100 msnm
1215;Camino del Bosque 1215;México;Catuai;molido;frutal|chocolate|floral;1300–1600 msnm
1216;Sendero del Horizonte Azul 1216;México;Maragogipe;molido;frutal|miel|cítrico;1700–2100 msnm
1217;Altura Verde 1217;México;Bourbon;cápsula;terroso|especias|chocolate;1400–1800 msnm
1218;Vereda del Valle Sagrado 1218;Brasil;Caturra;molido;terroso|especias|chocolate;1600–2000 msnm
1219;Aroma del Espíritu 1219;Honduras;Geisha;grano;frutal|caramelo|vino tinto;1500–1900 msnm
1220;Ceiba del Paraíso 1220;Perú;Villalobos;grano;floral|té negro|frutal;1700–2100 msnm
1221;Travesía del Valle Sagrado 1221;Ecuador;Pacamara;cápsula;panela|frutal|cacao;900–1200 msnm
1222;Camino del Café Especial 1222;Honduras;Bourbon;cápsula;floral|jazmín|cítrico;1000–1400 msnm
1223;Mística del Horizonte 1223;Bolivia;Castillo;molido;floral|jazmín|cítrico;1500–1900 msnm
1224;Cascada del Café 1224;Ecuador;Castillo;cápsula;terroso|especias|chocolate;1400–1800 msnm
1225;Aurora del Río Grande 1225;Ecuador;Pacamara;grano;frutal|chocolate|floral;1400–1800 msnm
1226;Selva del Amanecer 1226;Guatemala;Mundo Novo;cápsula;frutal|caramelo|vino tinto;1300–1600 msnm
1227;Travesía del Encanto 1227;México;Castillo;grano;frutal|miel|cítrico;1000–1400 msnm
1228;Guacamayo del Valle Sagrado 1228;El Salvador;Geisha;cápsula;frutal|caramelo|vino tinto;1300–1600 msnm
1229;Altura del Sol 1229;Ecuador;Villalobos;cápsula;chocolate|nuez|vainilla;1300–1600 msnm
1230;Flor del Volcán 1230;México;Geisha;molido;frutal|chocolate|floral;1000–1400 msnm
1231;Vereda del Mundo 1231;Guatemala;Bourbon;cápsula;cítrico|floral|miel;1300–1600 msnm
1232;Luz del Alba 1232;Colombia;Geisha;molido;frutal|miel|cítrico;1500–1900 msnm
1233;Sendero Real 1233;México;Castillo;molido;floral|jazmín|cítrico;1700–2100 msnm
1234;Rayo del Paraíso 1234;Ecuador;Caturra;cápsula;chocolate|nuez|vainilla;1600–2000 msnm
1235;Joya del Jaguar 1235;Guatemala;Mundo Novo;cápsula;frutal|miel|cítrico;1600–2000 msnm
1236;Vereda Nevada 1236;El Salvador;Typica;grano;chocolate|nuez|vainilla;1500–1900 msnm
1237;Fuente del Nevado 1237;Perú;Pacamara;grano;panela|frutal|cacao;1700–2100 msnm
1238;Altura del Café 1238;Guatemala;Mundo Novo;cápsula;terroso|especias|chocolate;1600–2000 msnm
1239;Sierra del Cacao 1239;Nicaragua;Pacamara;grano;floral|jazmín|cítrico;1500–1900 msnm
1240;Altura del Alba 1240;Colombia;Pacamara;cápsula;cítrico|floral|miel;1500–1900 msnm
1241;Selva del Tesoro 1241;Bolivia;Villalobos;cápsula;floral|jazmín|cítrico;1600–2000 msnm
1242;Rayo Clásica 1242;Bolivia;Pacamara;molido;frutal|miel|cítrico;1000–1400 msnm
1243;Travesía Mística 1243;Bolivia;Catuai;cápsula;floral|té negro|frutal;1700–2100 msnm
1244;Colibrí del Cacao 1244;Colombia;Typica;cápsula;frutal|miel|cítrico;1000–1400 msnm
1245;Joya del Oro 1245;El Salvador;Typica;molido;chocolate|nuez|vainilla;1200–1500 msnm
1246;Corazón Verde 1246;Brasil;Geisha;cápsula;terroso|especias|chocolate;1200–1500 msnm
1247;Ceiba del Valle 1247;El Salvador;Typica;cápsula;caramelo|nuez|chocolate;1500–1900 msnm
1248;Brisa del Oeste 1248;Brasil;Castillo;molido;frutal|chocolate|floral;900–1200 msnm
1249;Sendero Andina 1249;México;Villalobos;grano;panela|frutal|cacao;1700–2100 msnm
1250;Sierra Real 1250;Colombia;Caturra;molido;panela|frutal|cacao;1700–2100 msnm
1251;Brisa del Viento 1251;Honduras;Pacamara;molido;floral|té negro|frutal;1700–2100 msnm
1252;Jaguar del Corazón 1252;Nicaragua;Maragogipe;molido;frutal|miel|cítrico;1700–2100 msnm
1253;Ceiba del Mundo 1253;Perú;Caturra;cápsula;frutal|caramelo|vino tinto;1700–2100 msnm
1254;Reserva Mística 1254;Colombia;Villalobos;grano;terroso|especias|chocolate;900–1200 msnm
1255;Encanto Mística 1255;Brasil;Villalobos;cápsula;caramelo|nuez|chocolate;1000–1400 msnm
1256;Rayo del Bosque Alto 1256;Brasil;Geisha;molido;frutal|chocolate|floral;1500–1900 msnm
1257;Selva del Lago 1257;Honduras;Villalobos;cápsula;frutal|miel|cítrico;1200–1500 msnm
1258;Cedro Verde 1258;Bolivia;Mundo Novo;grano;caramelo|nuez|chocolate;1500–1900 msnm
1259;Alma del Nevado 1259;Honduras;Caturra;cápsula;panela|frutal|cacao;1200–1500 msnm
1260;Fuego Dorada 1260;Colombia;Caturra;molido;frutal|miel|cítrico;1200–1500 msnm
1261;Cacao del Este 1261;Colombia;Pacamara;cápsula;floral|té negro|frutal;900–1200 msnm
1262;Aroma del Sol 1262;Costa Rica;Typica;cápsula;floral|té negro|frutal;900–1200 msnm
1263;Rincón Mística 1263;Brasil;Catuai;grano;frutal|chocolate|floral;1600–2000 msnm
1264;Tesoro del Oeste 1264;Guatemala;Castillo;grano;panela|frutal|cacao;1600–2000 msnm
1265;Mirador del Café Especial 1265;Costa Rica;Maragogipe;molido;caramelo|nuez|chocolate;1200–1500 msnm
1266;Guacamayo del Oro 1266;Guatemala;Bourbon;molido;caramelo|nuez|chocolate;1700–2100 msnm
1267;Rayo del Sol 1267;Guatemala;Typica;cápsula;terroso|especias|chocolate;1600–2000 msnm
1268;Flor del Espíritu 1268;Honduras;Typica;grano;cítrico|floral|miel;1400–1800 msnm
1269;Fuente del Encanto 1269;Brasil;Mundo Novo;molido;cítrico|floral|miel;1600–2000 msnm
1270;Nube del Sur 1270;Brasil;Bourbon;grano;frutal|chocolate|floral;1600–2000 msnm
1271;Rayo del Trópico 1271;Guatemala;Geisha;molido;panela|frutal|cacao;1500–1900 msnm
1272;Leyenda del Río 1272;Perú;Typica;grano;terroso|especias|chocolate;900–1200 msnm
1273;Travesía del Valle 1273;Nicaragua;Villalobos;molido;frutal|caramelo|vino tinto;1700–2100 msnm
1274;Montaña del Cacao 1274;Bolivia;Mundo Novo;cápsula;chocolate|nuez|vainilla;1300–1600 msnm
1275;Tesoro del Norte 1275;Honduras;Castillo;cápsula;chocolate|nuez|vainilla;1600–2000 msnm
1276;Aroma del Jaguar 1276;Honduras;Catuai;molido;frutal|chocolate|floral;1700–2100 msnm
1277;Trueno del Corazón 1277;Brasil;Villalobos;grano;frutal|chocolate|floral;1200–1500 msnm
